Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Defender of Argus	Rare	Minion	General	Any	4	2	3	true	Battlecry: Give adjacent minions +1/+1 and Taunt.You wouldn’t think that Argus would need this much defending.   But it does.
Defile	Rare	Spell		Warlock	2	-1	-1	true	Deal 1 damage to all minions. If any die, cast this again.This spell was originally designed to help warlocks clean up their hard drives.
Demented Frostcaller	Rare	Minion	General	Mage	4	2	4	true	After you cast a spell, Freeze a random enemy character.He prefers that you refer to him by his nickname: 'Frostwaker.'
Demolisher	Rare	Minion	Mech	Any	3	1	4	true	At the start of your turn, deal 2 damage to a random enemy.Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.
Desperate Stand	Rare	Spell		Paladin	2	-1	-1	true	Give a minion "Deathrattle: Return this to life with 1 Health."They're grateful for the help, but most minions would prefer not dying in the first place.
Despicable Dreadlord	Rare	Minion	Demon	Warlock	5	4	5	true	At the end of your turn, deal 1 damage to all enemy minions.He's deathspicable.
Devilsaur Egg	Rare	Minion	General	Any	3	0	3	true	Deathrattle: Summon a 5/5 Devilsaur.A key ingredient in all discerning Funnel Cake recipes.
Devolve	Rare	Spell		Shaman	2	-1	-1	true	Transform all enemy minions into random ones that cost (1) less.Ragnaros looked down. He looked like some kind of War Golem. "WHAT HAVE YOU DONE TO ME," he yelled. But all that came out was a deep grinding sound. He began to cry.
Devour Mind	Rare	Spell		Priest	5	-1	-1	true	Copy 3 cards in your opponent's deck and add them to your hand.A mind is a terrible thing to waste. Seconds, anyone?
Direhorn Hatchling	Rare	Minion	Beast	Warrior	5	3	6	true	TauntDeathrattle: Shuffle a 6/9 Direhorn with Taunt into your deck.His mom could beat up your mom.
Disciple of C'Thun	Rare	Minion	General	Any	3	2	1	true	Battlecry: Deal 2 damage. Give your C'Thun +2/+2 (wherever it is).C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.
Dispatch Kodo	Rare	Minion	Beast	Hunter	4	2	4	true	Battlecry: Deal damage equal to this minion's Attack."Crime reported at First Bank of Gadgetzan. Huge quantities of Jade being carried away by what looks like a bunch of Hozen. Kodo 77 can you make it over there now?"
Divine Favor	Rare	Spell		Paladin	3	-1	-1	true	Draw cards until you have as many in hand as your opponent.This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!
Doomcaller	Rare	Minion	General	Any	8	7	9	true	Battlecry: Give your C'Thun +2/+2 (wherever it is). If it's dead, shuffle it into your deck."Hello, is Doom there? No? Can I leave a message?"
Doomed Apprentice	Rare	Minion	General	Mage	3	3	2	true	Your opponent's spells cost (1) more.Jaina was never good at keeping up apprentices.
Doomguard	Rare	Minion	Demon	Warlock	5	5	7	true	Charge. Battlecry: Discard two random cards.Summoning a doomguard is risky. Someone is going to die.
Doppelgangster	Rare	Minion	General	Any	5	2	2	true	Battlecry: Summon 2 copies of this minion."Every me, get in here!"
Drakonid Operative	Rare	Minion	Dragon	Priest	5	5	6	true	Battlecry: If you're holding a Dragon, Discover a card in your opponent's deck.His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.
Druid of the Swarm	Rare	Minion	General	Druid	2	1	2	true	Choose One - Transform into a 1/2 with Poisonous; or a 1/5 with Taunt.The Druid awoke from troubling dreams to find herself transformed into a giant spider.
Duskbreaker	Rare	Minion	Dragon	Priest	4	3	3	true	Battlecry: If you're holding a Dragon, deal 3 damage to all other minions.Waking up at the break of dusk is just not as impressive.
Eaglehorn Bow	Rare	Weapon		Hunter	3	3	2	true	Whenever a friendly Secret is revealed, gain +1 Durability.First Lesson: Put the pointy end in the other guy.
Earthen Scales	Rare	Spell		Druid	1	-1	-1	true	Give a friendly minion +1/+1, then gain Armor equal to its Attack.You can make your own Earthen Scales at home. Step 1: Roll around in the dirt. Step 2: Magic.
Eater of Secrets	Rare	Minion	General	Any	4	2	4	true	Battlecry: Destroy all enemy Secrets. Gain +1/+1 for each.You don't want to be around after it has eaten an explosive trap.  You thought Sludge Belcher was bad...
Ebon Dragonsmith	Rare	Minion	Dragon	Any	4	3	4	true	Battlecry: Reduce the Cost of a random weapon in your hand by (2).Having a furnace-mouth is really handy for a blacksmith.
Elven Minstrel	Rare	Minion	General	Rogue	4	3	2	true	Combo: Draw 2 minions from your deck."After that gig in Hamlin went south, I swore off rats."
Emperor Cobra	Rare	Minion	Beast	Any	3	2	3	true	PoisonousThe Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.
Envenom Weapon	Rare	Spell		Rogue	3	-1	-1	true	Give your weapon Poisonous.Like Deadly Poison, but deadlier.
Equality	Rare	Spell		Paladin	2	-1	-1	true	Change the Health of ALL minions to 1.We are all special unique snowflakes... with 1 Health.
Eternal Servitude	Rare	Spell		Priest	4	-1	-1	true	Discover a friendly minion that died this game. Summon it.What do you mean I don't get overtime pay for this?!
Ethereal Arcanist	Rare	Minion	General	Mage	4	3	3	true	If you control a Secret at the end of your turn, gain +2/+2.The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.
Ethereal Peddler	Rare	Minion	General	Rogue	5	5	6	true	Battlecry: If you're holding any non-Rogue class cards, reduce their Cost by (2).Yeah, sure. That Ragnaros "fell off the back of a truck".
Evolve	Rare	Spell		Shaman	1	-1	-1	true	Transform your minions into random minions that cost (1) more.So you say you want an evolution. Well, you know. We all want to change the board.
Evolving Spores	Rare	Spell		Druid	4	-1	-1	true	Adapt your minions.The most powerful mushrooms are commonly found in boxes marked with "?".
Exploding Bloatbat	Rare	Minion	Beast	Hunter	4	2	1	true	Deathrattle:Deal 2 damage to all enemy minions.We've all been there after a night of one-too-many funnel cakes.
Explosive Runes	Rare	Spell		Mage	3	-1	-1	true	Secret: After your opponent plays a minion, deal 6 damage to it and any excess to their hero.Sometimes it's safer NOT to read the warning signs.
Explosive Shot	Rare	Spell		Hunter	5	-1	-1	true	Deal 5 damage to a minion and 2 damage to adjacent ones.Pull the pin, count to 5, then shoot.  Then duck.
Feeding Time	Rare	Spell		Warlock	5	-1	-1	true	Deal 3 damage to a minion. Summon three 1/1 Pterrordaxes.True, they're only 1/1s, but they eat as much as most 4/4s!
Felfire Potion	Rare	Spell		Warlock	6	-1	-1	true	Deal 5 damage to all characters.Kazakus has a squad of imps bottling Felfire round-the-clock and he *still* can't keep up with demand.
Felguard	Rare	Minion	Demon	Warlock	3	3	5	true	Taunt. Battlecry: Destroy one of your Mana Crystals.Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.
Feral Gibberer	Rare	Minion	General	Any	1	1	1	true	After this minion attacks a hero, add a copy of it to your hand.It's certainly not civilized gibbering.
Feral Spirit	Rare	Spell		Shaman	3	-1	-1	true	Summon two 2/3 Spirit Wolves with Taunt. Overload: (2)Spirit wolves are like regular wolves with pom-poms.
Fire Plume Harbinger	Rare	Minion	Elemental	Shaman	2	1	1	true	Battlecry: Reduce the Cost of Elementals in your hand by (1).Good for summoning elementals. Great for making s'mores.
Flare	Rare	Spell		Hunter	2	-1	-1	true	All minions lose Stealth. Destroy all enemy Secrets. Draw a card.Not only does it reveal your enemies, but it's also great for parties!
Forbidden Ritual	Rare	Spell		Warlock	0	-1	-1	true	Spend all your Mana. Summon that many 1/1 Tentacles.Actually, C'Thun gives his full support for this ritual.
Forlorn Stalker	Rare	Minion	General	Hunter	3	4	2	true	Battlecry: Give all minions with Deathrattle in your hand +1/+1.He's going to leave the dying up to you, if that's cool.
Free From Amber	Rare	Spell		Priest	8	-1	-1	true	Discover a minion that costs (8) or more. Summon it.Bingo! Minion DNA!
Frothing Berserker	Rare	Minion	General	Warrior	3	2	4	true	Whenever a minion takes damage, gain +1 Attack.He used to work as an accountant before he tried his hand at Berserkering.
Frozen Crusher	Rare	Minion	Elemental	Any	6	8	8	true	After this minion attacks,Freeze it.Goes by the online handle "KoolKrusher99."
Furbolg Mossbinder	Rare	Minion	General	Any	5	1	1	true	Battlecry: Transform a friendly minion into a 6/6 Elemental.Behold, the unstoppable power of MOSS!
Gadgetzan Auctioneer	Rare	Minion	General	Any	6	4	4	true	Whenever you cast a spell, draw a card.He used to run the black market auction house, but there was just too much violence and he had to move.
Gadgetzan Ferryman	Rare	Minion	General	Rogue	2	2	3	true	Combo: Return a friendly minion to your hand.Is it just me, or is there something fishy about that ferryman?
Gather Your Party	Rare	Spell		Warrior	6	-1	-1	true	Recruit a minion.Thrilling adventure! Danger guaranteed! Loot uncertain! Death optional! Who's with me?
Getaway Kodo	Rare	Spell		Paladin	1	-1	-1	true	Secret: When a friendly minion dies, return it to your hand.Get to da Kodo! Now!
Ghastly Conjurer	Rare	Minion	General	Mage	4	2	6	true	Battlecry: Add a 'Mirror Image' spell to your hand.Wearing purple after the holidays? GHASTLY!
Golakka Crawler	Rare	Minion	Beast	Any	2	2	3	true	Battlecry: Destroy a Pirate and gain +1/+1.Universally adored by both control decks and ninjas.
Gravelsnout Knight	Rare	Minion	General	Any	1	2	3	true	Battlecry: Summon a random 1-Cost minion for your opponent.The mole of La Mancha rides again!
Greater Healing Potion	Rare	Spell		Priest	4	-1	-1	true	Restore 12 health to a friendly character.Filled with electrolytes!
Greedy Sprite	Rare	Minion	General	Druid	3	3	1	true	Deathrattle: Gain an empty Mana Crystal.Sparkliest of the seven deadly sprites.
Grimestreet Enforcer	Rare	Minion	General	Paladin	5	4	4	true	At the end of your turn, give all minions in your hand +1/+1."Sir, you don't have a permit to park your mount here."
Grimestreet Informant	Rare	Minion	General	Hunter, Warrior, Paladin	2	1	1	true	Battlecry: Discover a Hunter, Paladin or Warrior card."Naw, naw. You're talkin' about Grime BOULEVARD. I ain't know nuthin' 'bout that."
Grimestreet Pawnbroker	Rare	Minion	General	Warrior	3	3	3	true	Battlecry: Give a random weapon in your hand +1/+1."I don't know a lot about used GvG cards, so I'm going to have to call in an expert."
Grimestreet Protector	Rare	Minion	General	Paladin	7	6	6	true	TauntBattlecry: Give adjacent minions Divine Shield.Some new asphalt should do the trick.
Grizzled Guardian	Rare	Minion	Beast	Druid	8	3	5	true	TauntDeathrattle: Recruit 2 minions that cost (4) or less.Favorite sandwich? Grizzled cheese.
Happy Ghoul	Rare	Minion	General	Any	3	3	3	true	Costs (0) if your hero was healed this turn.When life gives you snow…
Headcrack	Rare	Spell		Rogue	3	-1	-1	true	Deal 2 damage to the enemy hero. Combo: Return this to your hand next turn.When all else fails, nothing beats a swift whack upside the head.
Hidden Cache	Rare	Spell		Hunter	2	-1	-1	true	Secret: After your opponent plays a minion, give a random minion in your hand +2/+2.There is an urban legend that the first Toxic Sewer Ooze was born because a rookie Goon stashed an open container of milk in a Hidden Cache.
Holy Fire	Rare	Spell		Priest	6	-1	-1	true	Deal 5 damage.  Restore 5 Health to your hero.Often followed by Holy Smokes!
Holy Wrath	Rare	Spell		Paladin	5	-1	-1	true	Draw a card and deal damage equal to its cost.C'mon Molten Giant!!
Hooked Reaver	Rare	Minion	Demon	Warlock	4	4	4	true	Battlecry: If you have 15 or less Health, gain +3/+3 and Taunt.The hook is just an accessory. He can reave just fine without it.
Howling Commander	Rare	Minion	General	Paladin	3	2	2	true	Battlecry: Draw a Divine Shield minion from your deck.Enlistment in her battalion comes with several pairs of earplugs.
Humongous Razorleaf	Rare	Minion	General	Any	3	4	8	true	Can't attack.Loves goblins. In a light cream sauce.
Hungry Ettin	Rare	Minion	General	Any	6	4	10	true	TauntBattlecry: Summon a random 2-Cost minion for your opponent.How can he be hungry… if he's Ettin!?
Ice Breaker	Rare	Weapon		Shaman	3	1	3	true	Destroy any Frozen minion damaged by this.A great way to end a conversation.
Ice Walker	Rare	Minion	Elemental	Mage	2	1	3	true	Your Hero Power also Freezes the target.Ice Walker you say? He doesn't have feet!
Imp Master	Rare	Minion	General	Any	3	1	5	true	At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.
Infest	Rare	Spell		Hunter	3	-1	-1	true	Give your minions "Deathrattle: Add a random Beast to your hand."The best part is the look on their face when you jump out of the cake! Err… corpse.
Infested Wolf	Rare	Minion	Beast	Hunter	4	3	3	true	Deathrattle: Summon two 1/1 Spiders.A little flea powder will fix that right up.
Injured Blademaster	Rare	Minion	General	Any	3	4	7	true	Battlecry: Deal 4 damage to HIMSELF.He claims it is an old war wound, but we think he just cut himself shaving.
Ivory Knight	Rare	Minion	General	Paladin	6	4	4	true	Battlecry: Discover a spell. Restore Health to your hero equal to its Cost.Do NOT call it a "horse".
Jade Claws	Rare	Weapon		Shaman	2	2	2	true	Battlecry: Summon a Jade Golem. Overload: (1)"Best manicure ever!" - Aya Blackpaw
Jade Idol	Rare	Spell		Druid	1	-1	-1	true	Choose One - Summon a Jade Golem; or Shuffle 3 copies of this card into your deck.Shuffle or no guts.
Jinyu Waterspeaker	Rare	Minion	General	Shaman	4	3	6	true	Battlecry: Restore 6 Health. Overload: (1)Waterspeakers can tell the future! So the Jade Lotus employs them to speculate on the Auction House.
Journey Below	Rare	Spell		Rogue	1	-1	-1	true	Discover a Deathrattle card.Don't stop believing there's something below.
Kabal Courier	Rare	Minion	General	Mage, Priest, Warlock	3	2	2	true	Battlecry: Discover a Mage, Priest or Warlock card.Hey, you park your kodo under a harpy nest, you get what you deserve.
Kabal Crystal Runner	Rare	Minion	General	Mage	6	5	5	true	Costs (2) less for each Secret you've played this game."Listen, I can cut you in on a little of this premium mana, but you can't tell my boss."
Keening Banshee	Rare	Minion	General	Any	4	5	5	true	Whenever you play a card, remove the top 3 cards of your deck."What are your strengths?" the interviewer asked. "Well," she replied, "I'm really good at keening."
Keeper of the Grove	Rare	Minion	General	Druid	4	2	2	true	Choose One - Deal 2 damage; or Silence a minion.These guys just show up and start Keeping your Groves without even asking.
Kirin Tor Mage	Rare	Minion	General	Mage	3	4	3	true	Battlecry: The next Secret you play this turn costs (0).The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran.
Klaxxi Amber-Weaver	Rare	Minion	General	Druid	4	4	5	true	Battlecry: If your C'Thun has at least 10 Attack, gain +5 Health.Amberweaving is a specialty course at the local trade school.
Knife Juggler	Rare	Minion	General	Any	2	2	2	true	After you summon a minion, deal 1 damage to a random enemy.Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.
Kobold Barbarian	Rare	Minion	General	Warrior	3	4	4	true	At the start of your turn, attack a randon enemy.What is best in life? To make candle. To keep candle. To hear lamentation of candle-takers.
Kobold Illusionist	Rare	Minion	General	Rogue	4	3	3	true	Deathrattle: Summon a 1/1 copy of a minion from your hand.He can make ANYTHING look like a candle.
Kobold Monk	Rare	Minion	General	Any	4	3	6	true	Your hero can't be targeted by spells or Hero Powers.There is no candle.
Lava Burst	Rare	Spell		Shaman	3	-1	-1	true	Deal 5 damage. Overload: (2)It's like an ocean of liquid magma in your mouth!
Lesser Amethyst Spellstone	Rare	Spell		Warlock	4	-1	-1	true	Lifesteal. Deal 3 damage to a minion. (Take damage from your cards to upgrade.)A purple stone Azari carvedFor dark hearts, craving, power-starved.The first to bow, the warlock Rin,Embraced the darkness, slew her kin.
Lesser Diamond Spellstone	Rare	Spell		Priest	7	-1	-1	true	Resurrect 2 different friendly minions. (Cast 4 spells to upgrade.)A diamond, white, this stone the eighthA precious jewel for those of faithA whispered prayer restores the lostBut none among them know the cost.
Lesser Emerald Spellstone	Rare	Spell		Hunter	5	-1	-1	true	Summon two 3/3 Wolves. (Play a Secret to upgrade.)An emerald stone for Tauren handsWho sought its strength to save their landsTheir tribes now lost, their rage releasedWho's hunting now? And who's the beast?
Lesser Jasper Spellstone	Rare	Spell		Druid	1	-1	-1	true	Deal 2 damage to a minion. (Gain 3 Armor to upgrade.)In ancient woods, elves fought the curseThe demon's shadow to disperseBut hatred raged and frail souls turnedNow horned and hooved their forests burned.
Lesser Mithril Spellstone	Rare	Spell		Warrior	7	-1	-1	true	Summon one 5/5 Mithril Golem. (Equip a weapon to upgrade.)To dwarves of stone the demon calledWith promises of might, enthralledIn grasping greed they found their doomForever bound in mithril tombs.
Lesser Onyx Spellstone	Rare	Spell		Rogue	5	-1	-1	true	Destroy 1 random enemy minion. (Play 3 Deathrattle cards to upgrade.)The trolls of old embraced the giftA jewel of black for daggers swiftNo party lasts who finds the stoneThose wielding it soon stand alone.
Lesser Pearl Spellstone	Rare	Spell		Paladin	2	-1	-1	true	Summon a 2/2 Spirit with Taunt. (Restore 3 Health to upgrade.)In ages old, when Ancients brokeAzari of the Legion spokeTo tempt the mortals: gems of powerThe weak succumbed, their souls devoured.
Lesser Ruby Spellstone	Rare	Spell		Mage	2	-1	-1	true	Add a random Mage spell to your hand. (Play two Elementals to upgrade.)The final stone undid its masterSpun into wards by nameless casterAzari wailed a savage roarNow sealed in nether, evermore.
Lesser Sapphire Spellstone	Rare	Spell		Shaman	7	-1	-1	true	Summon 1 copy of a friendly minion. (Overload 3 Mana Crystals to upgrade.)A stone of blue, embraced with gleeBy murloc lords beneath the seaSoon numberless they swarmed the shoreFirst two, then four, then more...and more...
Leyline Manipulator	Rare	Minion	Elemental	Mage	4	4	5	true	Battlecry: If you're holding any cards that didn't start in your deck, reduce their Cost by (2).The shortest distance between two points is a leyline.
Lightfused Stegodon	Rare	Minion	Beast	Paladin	4	3	4	true	Battlecry: Adapt your Silver Hand Recruits.“Come now, Johnston. I think those horns are quite fetching on you.”
Lightning Storm	Rare	Spell		Shaman	3	-1	-1	true	Deal 2-3 damage to all enemy minions. Overload: (2)An umbrella won't be effective, I'm afraid.
Lightwarden	Rare	Minion	General	Any	1	1	2	true	Whenever a character is healed, gain +2 Attack.She’s smaller than her sisters Mediumwarden and Heavywarden.
Lightwell	Rare	Minion	General	Priest	2	0	5	true	At the start of your turn, restore 3 Health to a damaged friendly character.It isn't clear if people ignore the Lightwell, or if it is just invisible.
Lone Champion	Rare	Minion	General	Any	3	2	4	true	Battlecry: If you control no other minions, gain Taunt and Divine Shield.He is a champion, with no friends. He'll keep on fighting, til the end!
Lotus Agents	Rare	Minion	General	Druid, Rogue, Shaman	5	5	3	true	Battlecry: Discover a Druid, Rogue or Shaman card.Mostly, they stand around and look cool.
Maelstrom Portal	Rare	Spell		Shaman	2	-1	-1	true	Deal 1 damage to all enemy minions. Summon a random 1-Cost minion.They bill this as a popular resort attraction, but they try and get your money up front.
Mana Addict	Rare	Minion	General	Any	2	1	3	true	Whenever you cast a spell, gain +2 Attack this turn.She’s trying to kick the habit, but still takes some mana whenever she has a stressful day.
Mana Bind	Rare	Spell		Mage	3	-1	-1	true	Secret: When your opponent cast a spell, add a copy to your hand that costs (0).Nice spell. YOINK!
Mana Tide Totem	Rare	Minion	Totem	Shaman	3	0	3	true	At the end of your turn, draw a card.It is said that some shaman can say "Floatin' totem" 10 times, fast.
Mana Wraith	Rare	Minion	General	Any	2	2	2	true	ALL minions cost (1) more.They come out at night to eat leftover mana crystals. "Mmmmmm," they say.
Mass Dispel	Rare	Spell		Priest	4	-1	-1	true	Silence all enemy minions. Draw a card.It dispels buffs, powers, hopes, and dreams.
Master Swordsmith	Rare	Minion	General	Any	2	1	3	true	At the end of your turn, give another random friendly minion +1 Attack.He's currently trying to craft a "flail-axe", but all the other swordsmiths say it can't be done.
Master of Disguise	Rare	Minion	General	Rogue	4	4	4	true	Battlecry: Give a friendly minion Stealth until your next turn.She's actually a male tauren.  People don't call him "Master of Disguise" for nothing.
Master of Evolution	Rare	Minion	General	Shaman	4	4	5	true	Battlecry: Transform a friendly minion into a random one that costs (1) more.Will be really useful in the new "Hearthémon" game.
Midnight Drake	Rare	Minion	Dragon	Any	4	1	4	true	Battlecry: Gain +1 Attack for each other card in your hand.Still fearsome in the daytime.
Mimic Pod	Rare	Spell		Rogue	3	-1	-1	true	Draw a card, then add a copy of it to your hand.Jinx!
Mind Control Tech	Rare	Minion	General	Any	3	3	3	true	Battlecry: If your opponent has 4 or more minions, take control of one at random.Mind Control technology is getting better, but that's not saying much.
Mindbreaker	Rare	Minion	General	Any	3	2	5	true	Hero Powers are disabled.He's a mind breaker, dream taker, ghoul trainer, don't you mess around with him.
Mirage Caller	Rare	Minion	General	Priest	3	2	3	true	Battlecry: Choose a friendly minion. Summon a 1/1 copy of it.Mirage is actually the name of its long-lost cat.
Mire Keeper	Rare	Minion	General	Druid	4	3	3	true	Choose One - Summon a 2/2 Slime; or Gain an empty Mana Crystal."Hey.... Is that Mire for sale?" "No. I'm keeping it."
Misdirection	Rare	Spell		Hunter	2	-1	-1	true	Secret: When a character attacks your hero, instead he attacks another random character.Sometimes it's as simple as putting on a fake mustache and pointing at someone else.
Moat Lurker	Rare	Minion	General	Any	6	3	3	true	Battlecry: Destroy a minion. Deathrattle: Resummon it.He really enjoys lurking and gets a lot of job satisfaction out of it.
Molten Blade	Rare	Weapon		Warrior	1	1	1	true	Each turn this is in your hand, transform it into a new weapon.It’s a sword! It’s a knife! It’s a swizzle-stick!
Molten Reflection	Rare	Spell		Mage	4	-1	-1	true	Choose a friendly minion. Summon a copy of it.Dang, I'm looking pretty hot!
Moonglade Portal	Rare	Spell		Druid	6	-1	-1	true	Restore 6 Health. Summon a random 6-Cost minion.Ain't no party like a Moonglade party ‘cause a Moonglade party got bears.
Mortal Strike	Rare	Spell		Warrior	4	-1	-1	true	Deal 4 damage.  If you have 12 or less Health, deal 6 instead."If you only use one ability, use Mortal Strike." - The Warrior Code, Line 6
Mountainfire Armor	Rare	Minion	General	Warrior	3	4	3	true	Deathrattle: If it's your opponent's turn, gain 6 Armor.Excuse me. Your mountain is on fire.
Murloc Tidecaller	Rare	Minion	Murloc	Any	1	1	2	true	Whenever you summon a Murloc, gain +1 Attack.This guy gets crazy strong at family reunions.
Murmuring Elemental	Rare	Minion	Elemental	Shaman	2	1	1	true	Battlecry: Your next Battlecry this turn triggers twice.Déjà Dude.
Nourish	Rare	Spell		Druid	5	-1	-1	true	Choose One - Gain 2 Mana Crystals; or Draw 3 cards.Druids take nourishment from many things: the power of nature, the songbird's chirp, a chocolate cake.
Obsidian Shard	Rare	Weapon		Rogue	4	3	3	true	Costs (1) less for each card you've played from another class.You know you’re a Rogue when a sharp rock makes you go “Ooh!  Dagger!”
Onyx Bishop	Rare	Minion	General	Priest	5	3	4	true	Battlecry: Summon a friendly minion that died this game.B4 is a nice place to visit, but he wouldn't want to live there.
Perdition's Blade	Rare	Weapon		Rogue	3	2	2	true	Battlecry: Deal 1 damage. Combo: Deal 2 instead.Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.
Phantom Freebooter	Rare	Minion	Pirate	Any	4	3	3	true	Battlecry: Gain stats equal to your weapon's.There's no such thing as a free boot.
Pint-Size Potion	Rare	Spell		Priest	1	-1	-1	true	Give all enemy minions -3 Attack this turn only.I hope you didn't disenchant your Shadow Word: Horror!
Pint-Sized Summoner	Rare	Minion	General	Any	2	2	2	true	The first minion you play each turn costs (1) less.She's quite jealous of the Gallon-Sized Summoner.
Plague Scientist	Rare	Minion	General	Rogue	3	2	3	true	Combo: Give a friendly minion Poisonous.The excruciating pain means it's working!
Possessed Lackey	Rare	Minion	General	Warlock	5	2	2	true	Deathrattle: Recruit a Demon.If you don't keep up with your payments, it'll be a repossessed lackey.
Potion of Polymorph	Rare	Spell		Mage	3	-1	-1	true	Secret: After your opponent plays a minion, transform it into a 1/1 Sheep.Tastes like Baaaaananas.
Primal Talismans	Rare	Spell		Shaman	3	-1	-1	true	Give your minions "Deathrattle: Summon a random basic Totem."All that remained from the first kobold colony: a single talisman and the word "Flamestrike."
Primalfin Totem	Rare	Minion	Totem	Shaman	2	0	3	true	At the end of your turn,summon a 1/1 Murloc.Emits a sound only murlocs can hear, which is good because it’s REALLY annoying.
Protect the King!	Rare	Spell		Warrior	3	-1	-1	true	For each enemy minion, summon a 1/1 Pawn with Taunt.Form ranks! Everyone into the King's Tuskarr Defense!
Questing Adventurer	Rare	Minion	General	Any	3	2	2	true	Whenever you play a card, gain +1/+1."Does anyone have some extra Boar Pelts?"
Rallying Blade	Rare	Weapon		Paladin	3	3	2	true	Battlecry: Give +1/+1 to your minions with Divine Shield.As far as blades go, this one is pretty great in the motivation department.
Raptor Hatchling	Rare	Minion	Beast	Hunter	1	2	1	true	Deathrattle: Shuffle a 4/3 Raptor into your deck.They’re just baby teeth. Lots and lots of baby teeth.
Ravenholdt Assassin	Rare	Minion	General	Any	7	7	5	true	StealthJust mail him a package with a name and 10,000 gold.  He'll take care of the rest.
Roll the Bones	Rare	Spell		Rogue	2	-1	-1	true	Draw a card. If it has Deathrattle, cast this again.Call it: Heads or Tailbone…
Runeforge Haunter	Rare	Minion	General	Rogue	4	5	3	true	During your turn, your weapon doesn't lose Durability.Don't worry, he'll keep an eye on that for you.
SI:7 Agent	Rare	Minion	General	Rogue	3	3	3	true	Combo: Deal 2 damage.The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.
Saronite Chain Gang	Rare	Minion	General	Any	4	2	3	true	TauntBattlecry: Summon a copy of this minion.Desperately needs some alone time.
Savagery	Rare	Spell		Druid	1	-1	-1	true	Deal damage equal to your hero's Attack to a minion.It is true that some druids are savage, but others still enjoy a quiet moment and a spot of tea.
Savannah Highmane	Rare	Minion	Beast	Hunter	6	6	5	true	Deathrattle: Summon two 2/2 Hyenas.In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.
Scorp-o-matic	Rare	Minion	Mech	Any	2	1	2	true	Battlecry: Destroy a minion with 1 or less Attack.Back in my day, we had to manually scorp.
Seadevil Stinger	Rare	Minion	Murloc	Warlock	4	4	2	true	Battlecry: The next Murloc you play this turn costs Health instead of Mana.Pretty harmless unless you're a Seadevil.
Second-Rate Bruiser	Rare	Minion	General	Any	5	4	5	true	Taunt. Costs (2) less if your opponent has at least three minions.He'll be a first-rate bruiser once he gets used to his contacts.
Secretkeeper	Rare	Minion	General	Any	1	1	2	true	Whenever a Secret is played, gain +1/+1.She promises not to tell anyone about that thing you did last night with that one person.
Selfless Hero	Rare	Minion	General	Paladin	1	2	1	true	Deathrattle: Give a random friendly minion Divine Shield."Don't worry about me… I'll just be here... under these tentacles."
Servant of Kalimos	Rare	Minion	Elemental	Any	5	4	5	true	Battlecry: If you played an Elemental last turn, Discover an Elemental.He's doing his best, but his mom thinks that if he had just applied himself in school Kalimos would be working for HIM.
Servant of Yogg-Saron	Rare	Minion	General	Mage	5	5	4	true	Battlecry: Cast a random spell that costs (5) or less (targets chosen randomly).Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.
Shadow Essence	Rare	Spell		Priest	6	-1	-1	true	Summon a 5/5 copy of a random minion in your deck.Difficult to bottle up and sell. But it packs a punch.
Shadow Madness	Rare	Spell		Priest	4	-1	-1	true	Gain control of an enemy minion with 3 or less Attack until end of turn.You can rationalize it all you want, it's still a mean thing to do.
Shadow Sensei	Rare	Minion	General	Rogue	4	4	4	true	Battlecry: Give a Stealth minion +2/+2.He used to be Aya's tutor, but she fired him for bugging her too much.
Shadow Word: Horror	Rare	Spell		Priest	4	-1	-1	true	Destroy all minions with 2 or less Attack.It's more succinct than "Shadow Word: Suck Into Vortex."
Shadowblade	Rare	Weapon		Rogue	3	3	2	true	Battlecry: Your hero is Immune this turn.It's tacky to call it "Shadeblade."
Shadowflame	Rare	Spell		Warlock	4	-1	-1	true	Destroy a friendly minion and deal its Attack damage to all enemy minions.Start with a powerful minion and stir in Shadowflame and you have a good time!
Shallow Gravedigger	Rare	Minion	General	Any	3	3	1	true	Deathrattle: Add a random Deathrattle minion to your hand.It's hard to put them six feet under when you're three feet tall.
